DATE,DGS10,DTB3,USRECD
19-10-1979,10.68,12.37,0
22-10-1979,10.96,12.84,0
23-10-1979,11.02,13.01,0
24-10-1979,10.83,12.72,0
25-10-1979,10.98,12.53,0
26-10-1979,10.67,11.91,0
29-10-1979,10.78,12.02,0
30-10-1979,10.75,12.08,0
31-10-1979,10.72,12.12,0
01-11-1979,10.79,12.06,0
02-11-1979,10.84,12.05,0
05-11-1979,10.85,12.06,0
06-11-1979,.,.,0
07-11-1979,11,12.48,0
08-11-1979,10.96,12.44,0
09-11-1979,10.68,12,0
12-11-1979,.,.,0
13-11-1979,10.63,12.06,0
14-11-1979,10.75,11.94,0
15-11-1979,10.62,11.7,0
16-11-1979,10.77,11.91,0
19-11-1979,10.8,11.99,0
20-11-1979,10.78,11.92,0
21-11-1979,10.73,11.81,0
22-11-1979,.,.,0
23-11-1979,10.51,11.34,0
26-11-1979,10.37,11.05,0
27-11-1979,10.24,11.09,0
28-11-1979,10.37,11.4,0
29-11-1979,10.34,11.27,0
30-11-1979,10.38,11.49,0
03-12-1979,10.44,11.83,0
04-12-1979,10.32,11.68,0
05-12-1979,10.27,11.64,0
06-12-1979,10.13,11.65,0
07-12-1979,10.3,11.93,0
10-12-1979,10.27,12.09,0
11-12-1979,10.46,12.29,0
12-12-1979,10.58,12.6,0
13-12-1979,10.51,12.42,0
14-12-1979,10.45,12.3,0
17-12-1979,10.42,12.24,0
18-12-1979,10.34,12.17,0
19-12-1979,10.33,11.91,0
20-12-1979,10.38,11.9,0
21-12-1979,10.39,12.08,0
24-12-1979,10.45,12.05,0
25-12-1979,.,.,0
26-12-1979,10.48,12,0
27-12-1979,10.46,11.97,0
28-12-1979,10.41,11.92,0
31-12-1979,10.33,12.04,0
01-01-1980,.,.,0
02-01-1980,10.5,12.17,0
03-01-1980,10.6,12.1,0
04-01-1980,10.66,12.1,0
07-01-1980,10.63,11.86,0
08-01-1980,10.57,11.78,0
09-01-1980,10.58,11.76,0
10-01-1980,10.51,11.45,0
11-01-1980,10.68,11.76,0
14-01-1980,10.7,11.84,0
15-01-1980,10.65,11.87,0
16-01-1980,10.65,11.82,0
17-01-1980,10.71,11.94,0
18-01-1980,10.82,12.07,0
21-01-1980,10.96,12.23,0
22-01-1980,10.85,12.16,0
23-01-1980,10.82,12.02,0
24-01-1980,11.01,12.17,0
25-01-1980,11.1,12.29,0
28-01-1980,11.15,12.18,0
29-01-1980,11.21,12.26,0
30-01-1980,11.16,12.13,0
31-01-1980,11.13,12,0
01-02-1980,11.29,12.17,1
04-02-1980,11.4,11.98,1
05-02-1980,11.73,12.22,1
06-02-1980,11.92,12.06,1
07-02-1980,11.71,11.92,1
08-02-1980,11.8,12.07,1
11-02-1980,12.01,12.22,1
12-02-1980,.,.,1
13-02-1980,11.86,12.18,1
14-02-1980,11.97,12.23,1
15-02-1980,12.2,12.8,1
18-02-1980,.,.,1
19-02-1980,12.85,13.4,1
20-02-1980,12.84,13.3,1
21-02-1980,13.22,13.42,1
22-02-1980,13.06,13.38,1
25-02-1980,13.27,13.65,1
26-02-1980,13.65,13.85,1
27-02-1980,13.46,13.84,1
28-02-1980,12.92,13.57,1
29-02-1980,12.72,14.01,1
03-03-1980,12.79,15,1
04-03-1980,12.91,15.15,1
05-03-1980,13.03,15.37,1
06-03-1980,13.13,15.7,1
07-03-1980,12.86,15.63,1
10-03-1980,12.63,15.26,1
11-03-1980,12.41,15.38,1
12-03-1980,12.62,15.6,1
13-03-1980,12.5,15.12,1
14-03-1980,12.52,15.25,1
17-03-1980,12.58,14.67,1
18-03-1980,12.4,14.62,1
19-03-1980,12.35,14.33,1
20-03-1980,12.62,15.02,1
21-03-1980,12.75,15.15,1
24-03-1980,13.17,15.93,1
25-03-1980,13.1,16,1
26-03-1980,13.03,15.93,1
27-03-1980,12.97,15.12,1
28-03-1980,12.72,14.75,1
31-03-1980,12.64,14.24,1
01-04-1980,12.69,15.03,1
02-04-1980,12.63,14.88,1
03-04-1980,12.52,14.97,1
04-04-1980,.,.,1
07-04-1980,12.13,14.41,1
08-04-1980,12.21,14.48,1
09-04-1980,12.06,14.31,1
10-04-1980,12.06,14.3,1
11-04-1980,11.79,13.99,1
14-04-1980,11.62,13.84,1
15-04-1980,11.57,13.82,1
16-04-1980,10.9,13.5,1
17-04-1980,11.13,13.5,1
18-04-1980,11.05,13.2,1
21-04-1980,10.9,12.93,1
22-04-1980,10.82,12.25,1
23-04-1980,10.89,12.01,1
24-04-1980,10.96,11.91,1
25-04-1980,10.95,11.81,1
28-04-1980,10.63,11,1
29-04-1980,10.67,10.74,1
30-04-1980,10.76,10.39,1
01-05-1980,10.57,10.36,1
02-05-1980,10.24,9.85,1
05-05-1980,10.18,9.66,1
06-05-1980,9.8,9.5,1
07-05-1980,9.96,8.98,1
08-05-1980,10.18,8.75,1
09-05-1980,10.3,8.81,1
12-05-1980,10.3,8.6,1
13-05-1980,10.13,8.28,1
14-05-1980,10.14,8.14,1
15-05-1980,10.31,8.61,1
16-05-1980,10.37,9.04,1
19-05-1980,10.53,8.89,1
20-05-1980,10.22,8.29,1
21-05-1980,10.08,8.06,1
22-05-1980,10.1,7.95,1
23-05-1980,9.85,7.54,1
26-05-1980,.,.,1
27-05-1980,9.96,7.52,1
28-05-1980,10.1,7.66,1
29-05-1980,10.24,7.88,1
30-05-1980,10.25,7.75,1
02-06-1980,10.31,7.9,1
03-06-1980,10.16,7.61,1
04-06-1980,10.07,7.41,1
05-06-1980,10.02,7.36,1
06-06-1980,9.81,7.29,1
09-06-1980,9.73,6.87,1
10-06-1980,9.83,6.64,1
11-06-1980,9.7,6.3,1
12-06-1980,9.53,6.2,1
13-06-1980,9.51,6.18,1
16-06-1980,9.47,6.37,1
17-06-1980,9.49,6.74,1
18-06-1980,9.56,6.97,1
19-06-1980,9.56,6.98,1
20-06-1980,9.49,6.74,1
23-06-1980,9.63,7.14,1
24-06-1980,9.68,7.3,1
25-06-1980,9.79,7.42,1
26-06-1980,9.87,7.56,1
27-06-1980,10.04,7.7,1
30-06-1980,10.09,7.88,1
01-07-1980,10.13,8.04,1
02-07-1980,10.19,7.94,1
03-07-1980,10.01,7.81,1
04-07-1980,.,.,1
07-07-1980,10.2,8.24,1
08-07-1980,10.09,8.06,1
09-07-1980,10.14,7.97,1
10-07-1980,10.21,7.96,1
11-07-1980,10.28,8.17,1
14-07-1980,10.33,8.18,1
15-07-1980,10.17,8.05,1
16-07-1980,10.07,7.76,1
17-07-1980,10.21,7.96,1
18-07-1980,10.2,7.96,1
21-07-1980,10.13,7.86,1
22-07-1980,10.18,7.88,1
23-07-1980,10.12,7.83,1
24-07-1980,10.24,8.01,1
25-07-1980,10.35,8.05,1
28-07-1980,10.46,8.21,1
29-07-1980,10.45,8.3,1
30-07-1980,10.53,8.38,1
31-07-1980,10.76,8.62,1
01-08-1980,10.76,8.7,0
04-08-1980,10.69,8.64,0
05-08-1980,10.7,8.72,0
06-08-1980,10.8,8.55,0
07-08-1980,10.71,8.38,0
08-08-1980,10.87,8.62,0
11-08-1980,11.03,8.83,0
12-08-1980,10.98,8.64,0
13-08-1980,10.89,8.55,0
14-08-1980,10.9,8.45,0
15-08-1980,10.86,8.54,0
18-08-1980,11.13,9.11,0
19-08-1980,11.24,9.38,0
20-08-1980,11.22,9.31,0
21-08-1980,11.3,9.7,0
22-08-1980,11.13,9.54,0
25-08-1980,11.4,9.78,0
26-08-1980,11.42,9.94,0
27-08-1980,11.67,10.07,0
28-08-1980,11.89,10.32,0
29-08-1980,11.55,9.96,0
01-09-1980,.,.,0
02-09-1980,11.32,9.87,0
03-09-1980,11.08,9.74,0
04-09-1980,11.16,9.75,0
05-09-1980,11.21,9.77,0
08-09-1980,11.29,10.1,0
09-09-1980,11.19,10.04,0
10-09-1980,11.14,9.94,0
11-09-1980,11.32,10.14,0
12-09-1980,11.37,10.22,0
15-09-1980,11.62,10.47,0
16-09-1980,11.52,10.29,0
17-09-1980,11.57,10.34,0
18-09-1980,11.53,10.15,0
19-09-1980,11.33,10.03,0
22-09-1980,11.69,10.56,0
23-09-1980,11.76,10.33,0
24-09-1980,11.75,10.16,0
25-09-1980,11.91,10.36,0
26-09-1980,11.99,10.82,0
29-09-1980,12.07,11.18,0
30-09-1980,11.86,11.44,0
01-10-1980,11.78,11.45,0
02-10-1980,11.83,11.53,0
03-10-1980,11.4,11.33,0
06-10-1980,11.35,11.14,0
07-10-1980,11.43,11.3,0
08-10-1980,11.51,11.38,0
09-10-1980,11.39,11.14,0
10-10-1980,11.44,11.25,0
13-10-1980,.,.,0
14-10-1980,11.37,11.18,0
15-10-1980,11.29,10.91,0
16-10-1980,11.47,10.98,0
17-10-1980,11.62,11.2,0
20-10-1980,11.64,11.31,0
21-10-1980,11.7,11.64,0
22-10-1980,11.88,11.81,0
23-10-1980,11.82,11.79,0
24-10-1980,11.74,11.74,0
27-10-1980,12.13,12.31,0
28-10-1980,12.32,12.49,0
29-10-1980,12.48,12.52,0
30-10-1980,12.48,12.54,0
31-10-1980,12.46,12.71,0
03-11-1980,12.46,13.17,0
04-11-1980,.,.,0
05-11-1980,12.61,13.4,0
06-11-1980,13.04,13.5,0
07-11-1980,12.66,13.04,0
10-11-1980,12.78,13.48,0
11-11-1980,.,.,0
12-11-1980,12.47,13.18,0
13-11-1980,12.49,13.09,0
14-11-1980,12.79,13.39,0
17-11-1980,12.95,14.19,0
18-11-1980,12.62,13.69,0
19-11-1980,12.51,13.72,0
20-11-1980,12.59,13.96,0
21-11-1980,12.8,14.32,0
24-11-1980,12.76,14.41,0
25-11-1980,12.74,14.16,0
26-11-1980,12.65,14.2,0
27-11-1980,.,.,0
28-11-1980,12.72,14.48,0
01-12-1980,12.92,14.71,0
02-12-1980,12.95,14.82,0
03-12-1980,12.92,14.66,0
04-12-1980,12.91,14.86,0
05-12-1980,12.85,15.84,0
08-12-1980,12.91,16.53,0
09-12-1980,13.1,16.72,0
10-12-1980,13.15,16.88,0
11-12-1980,13.57,17.14,0
12-12-1980,13.21,16.55,0
15-12-1980,13.25,16.77,0
16-12-1980,13.51,16.7,0
17-12-1980,13.28,16.47,0
18-12-1980,13.22,16.2,0
19-12-1980,12.64,14.93,0
22-12-1980,12.14,14.84,0
23-12-1980,12.35,14.49,0
24-12-1980,12.42,14.71,0
25-12-1980,.,.,0
26-12-1980,12.25,14.45,0
29-12-1980,12.2,14.18,0
30-12-1980,12.39,14.12,0
31-12-1980,12.43,14.3,0
01-01-1981,.,.,0
02-01-1981,12.42,14.65,0
05-01-1981,12.15,13.52,0
06-01-1981,12.11,13.58,0
07-01-1981,12.38,14.5,0
08-01-1981,12.35,14.76,0
09-01-1981,12.57,15.2,0
12-01-1981,12.45,15.22,0
13-01-1981,12.53,15.24,0
14-01-1981,12.53,15.08,0
15-01-1981,12.62,15.25,0
16-01-1981,12.53,15.15,0
19-01-1981,12.64,15.79,0
20-01-1981,12.5,15.32,0
21-01-1981,12.77,15.71,0
22-01-1981,12.87,15.72,0
23-01-1981,12.84,15.7,0
26-01-1981,12.7,15.35,0
27-01-1981,12.73,15.2,0
28-01-1981,12.77,15.06,0
29-01-1981,12.8,14.87,0
30-01-1981,12.68,14.59,0
02-02-1981,12.86,14.9,0
03-02-1981,12.98,14.85,0
04-02-1981,12.86,14.67,0
05-02-1981,12.95,14.74,0
06-02-1981,13.09,15.32,0
09-02-1981,13.21,15.52,0
10-02-1981,13.27,15.46,0
11-02-1981,13.42,15.54,0
12-02-1981,.,.,0
13-02-1981,13.65,15.51,0
16-02-1981,.,.,0
17-02-1981,13.33,15.14,0
18-02-1981,13.3,15.02,0
19-02-1981,13.09,14.48,0
20-02-1981,12.9,14.09,0
23-02-1981,13.19,14.23,0
24-02-1981,13.21,14.15,0
25-02-1981,13.29,14.2,0
26-02-1981,13.47,14.14,0
27-02-1981,13.43,14.22,0
02-03-1981,13.62,14.52,0
03-03-1981,13.43,14.39,0
04-03-1981,13.45,14.49,0
05-03-1981,13.43,14.51,0
06-03-1981,13.2,14.29,0
09-03-1981,13.09,14.16,0
10-03-1981,13.08,13.99,0
11-03-1981,13.12,13.92,0
12-03-1981,13.03,13.66,0
13-03-1981,12.86,13.21,0
16-03-1981,12.85,13.02,0
17-03-1981,12.68,12.95,0
18-03-1981,12.58,12.45,0
19-03-1981,12.67,12.36,0
20-03-1981,12.77,12.36,0
23-03-1981,13.13,12.83,0
24-03-1981,13.3,12.84,0
25-03-1981,13.21,12.83,0
26-03-1981,13.34,12.97,0
27-03-1981,13.36,13.08,0
30-03-1981,13.22,12.6,0
31-03-1981,13.13,12.46,0
01-04-1981,13.14,12.37,0
02-04-1981,13.25,12.58,0
03-04-1981,13.4,12.97,0
06-04-1981,13.74,14,0
07-04-1981,13.41,13.63,0
08-04-1981,13.61,13.66,0
09-04-1981,13.45,13.49,0
10-04-1981,13.59,13.59,0
13-04-1981,13.68,13.78,0
14-04-1981,13.58,13.37,0
15-04-1981,13.74,13.68,0
16-04-1981,13.79,13.79,0
17-04-1981,.,.,0
20-04-1981,13.69,13.75,0
21-04-1981,13.73,13.66,0
22-04-1981,13.78,13.58,0
23-04-1981,13.8,13.64,0
24-04-1981,13.88,14.05,0
27-04-1981,13.92,14.28,0
28-04-1981,13.93,14.39,0
29-04-1981,14.05,14.42,0
30-04-1981,14.11,14.86,0
01-05-1981,14.05,14.67,0
04-05-1981,14.47,16.01,0
05-05-1981,14.69,16.61,0
06-05-1981,14.56,16.52,0
07-05-1981,14.33,16.58,0
08-05-1981,14.23,16.48,0
11-05-1981,14.34,16.59,0
12-05-1981,14.46,16.94,0
13-05-1981,14.49,17.01,0
14-05-1981,14.24,16.67,0
15-05-1981,14.07,16.55,0
18-05-1981,13.8,16.2,0
19-05-1981,13.95,16.56,0
20-05-1981,14,16.6,0
21-05-1981,14.05,17,0
22-05-1981,13.82,16.68,0
25-05-1981,.,.,0
26-05-1981,13.67,15.93,0
27-05-1981,13.71,16.01,0
28-05-1981,13.56,15.38,0
29-05-1981,13.5,15.1,0
01-06-1981,13.46,15.5,0
02-06-1981,13.58,15.69,0
03-06-1981,13.55,15.64,0
04-06-1981,13.51,15.81,0
05-06-1981,13.56,15.83,0
08-06-1981,13.36,15.18,0
09-06-1981,13.37,15.01,0
10-06-1981,13.31,14.69,0
11-06-1981,13.32,14.56,0
12-06-1981,13.35,14.53,0
15-06-1981,13.09,13.72,0
16-06-1981,13.08,13.73,0
17-06-1981,13.23,14.24,0
18-06-1981,13.57,15,0
19-06-1981,13.46,14.87,0
22-06-1981,13.44,14.36,0
23-06-1981,13.56,14.5,0
24-06-1981,13.66,14.7,0
25-06-1981,13.7,14.24,0
26-06-1981,13.69,14.13,0
29-06-1981,13.68,13.94,0
30-06-1981,13.86,14.28,0
01-07-1981,14.04,14.65,0
02-07-1981,13.95,14.48,0
03-07-1981,.,.,0
06-07-1981,13.81,14.35,0
07-07-1981,14.04,14.89,0
08-07-1981,14.11,14.98,0
09-07-1981,14.12,15.13,0
10-07-1981,13.94,14.75,0
13-07-1981,13.99,14.6,0
14-07-1981,14.15,14.78,0
15-07-1981,14.07,14.45,0
16-07-1981,14.11,14.52,0
17-07-1981,14.09,14.43,0
20-07-1981,14.59,15.5,0
21-07-1981,14.61,15.72,0
22-07-1981,14.63,15.68,0
23-07-1981,14.57,15.5,0
24-07-1981,14.41,15.08,0
27-07-1981,14.43,15.11,0
28-07-1981,14.53,15.3,0
29-07-1981,14.61,15.18,0
30-07-1981,14.71,14.87,0
31-07-1981,14.67,14.87,0
03-08-1981,14.95,15.5,1
04-08-1981,14.95,15.48,1
05-08-1981,14.91,15.35,1
06-08-1981,14.86,15.36,1
07-08-1981,14.83,15.44,1
10-08-1981,14.65,15.22,1
11-08-1981,14.4,14.85,1
12-08-1981,14.61,15.28,1
13-08-1981,14.65,15.42,1
14-08-1981,14.74,15.5,1
17-08-1981,14.71,15.74,1
18-08-1981,14.79,15.72,1
19-08-1981,14.77,15.67,1
20-08-1981,14.89,15.62,1
21-08-1981,14.97,15.4,1
24-08-1981,15.32,15.85,1
25-08-1981,15.35,15.78,1
26-08-1981,15.31,15.83,1
27-08-1981,15.36,15.72,1
28-08-1981,15.25,15.38,1
31-08-1981,15.41,15.52,1
01-09-1981,15.41,15.59,1
02-09-1981,15.4,15.66,1
03-09-1981,15.48,15.63,1
04-09-1981,15.51,15.56,1
07-09-1981,.,.,1
08-09-1981,15.59,15.65,1
09-09-1981,15.53,15.36,1
10-09-1981,15.3,15.01,1
11-09-1981,15.05,14.52,1
14-09-1981,15.2,14.45,1
15-09-1981,15.08,14.29,1
16-09-1981,15.11,14.34,1
17-09-1981,14.95,14.32,1
18-09-1981,14.91,14.34,1
21-09-1981,14.78,14.27,1
22-09-1981,15.03,14.48,1
23-09-1981,15.23,14.2,1
24-09-1981,15.31,14.21,1
25-09-1981,15.68,14.3,1
28-09-1981,15.65,14.12,1
29-09-1981,15.76,14.16,1
30-09-1981,15.84,14.34,1
01-10-1981,15.75,14.57,1
02-10-1981,15.41,14.65,1
05-10-1981,15.19,14.27,1
06-10-1981,15.14,13.9,1
07-10-1981,15.04,13.85,1
08-10-1981,15,13.7,1
09-10-1981,14.73,13.33,1
12-10-1981,.,.,1
13-10-1981,14.83,13.5,1
14-10-1981,14.87,13.24,1
15-10-1981,14.88,13.36,1
16-10-1981,14.94,13.52,1
19-10-1981,14.95,13.52,1
20-10-1981,15.09,13.46,1
21-10-1981,15.34,13.29,1
22-10-1981,15.38,13.32,1
23-10-1981,15.3,13.24,1
26-10-1981,15.6,13.32,1
27-10-1981,15.54,13.36,1
28-10-1981,15.44,13.22,1
29-10-1981,15.06,13.04,1
30-10-1981,14.63,12.75,1
02-11-1981,14.57,12.69,1
03-11-1981,.,.,1
04-11-1981,14.18,12.3,1
05-11-1981,14.19,12.18,1
06-11-1981,13.94,11.68,1
09-11-1981,13.39,11.19,1
10-11-1981,13.4,11.15,1
11-11-1981,.,.,1
12-11-1981,13.19,10.6,1
13-11-1981,13.18,10.78,1
16-11-1981,13.07,10.63,1
17-11-1981,13.18,10.63,1
18-11-1981,13,10.07,1
19-11-1981,13.04,10.12,1
20-11-1981,13.14,10.11,1
23-11-1981,13.44,10.49,1
24-11-1981,13.13,10.17,1
25-11-1981,12.98,10.1,1
26-11-1981,.,.,1
27-11-1981,12.92,10.17,1
30-11-1981,13.13,10.37,1
01-12-1981,13.37,10.49,1
02-12-1981,13.49,10.62,1
03-12-1981,13.45,10.52,1
04-12-1981,13.15,9.94,1
07-12-1981,13.5,10.22,1
08-12-1981,13.5,10.26,1
09-12-1981,13.64,10.38,1
10-12-1981,13.8,10.68,1
11-12-1981,13.84,10.82,1
14-12-1981,13.62,10.95,1
15-12-1981,13.55,10.89,1
16-12-1981,13.53,10.87,1
17-12-1981,13.71,11.14,1
18-12-1981,13.51,10.87,1
21-12-1981,13.83,11.1,1
22-12-1981,14.02,11.03,1
23-12-1981,14.14,11.32,1
24-12-1981,14.01,11.1,1
25-12-1981,.,.,1
28-12-1981,14.01,11.27,1
29-12-1981,14.12,11.7,1
30-12-1981,14.17,11.36,1
31-12-1981,13.98,11.08,1
01-01-1982,.,.,1
04-01-1982,14.19,11.39,1
05-01-1982,14.44,11.72,1
06-01-1982,14.59,11.64,1
07-01-1982,14.63,11.66,1
08-01-1982,14.48,11.52,1
11-01-1982,14.81,11.97,1
12-01-1982,14.62,11.96,1
13-01-1982,14.83,12.14,1
14-01-1982,14.7,12.06,1
15-01-1982,14.82,12.21,1
18-01-1982,14.75,12.25,1
19-01-1982,14.8,12.56,1
20-01-1982,14.81,12.72,1
21-01-1982,14.62,12.77,1
22-01-1982,14.69,13.02,1
25-01-1982,14.62,13.32,1
26-01-1982,14.54,13.02,1
27-01-1982,14.51,12.8,1
28-01-1982,14.29,12.28,1
29-01-1982,14.14,12.52,1
01-02-1982,14.58,13.68,1
02-02-1982,14.47,13.61,1
03-02-1982,14.69,13.77,1
04-02-1982,14.76,13.69,1
05-02-1982,14.65,13.63,1
08-02-1982,14.88,13.96,1
09-02-1982,14.95,14.18,1
10-02-1982,14.81,14.15,1
11-02-1982,14.71,14.19,1
12-02-1982,.,.,1
15-02-1982,.,.,1
16-02-1982,14.53,14.57,1
17-02-1982,14.5,14.47,1
18-02-1982,14.28,13.7,1
19-02-1982,14.24,13.49,1
22-02-1982,13.87,12.55,1
23-02-1982,13.93,12.35,1
24-02-1982,13.87,12,1
25-02-1982,13.91,12.23,1
26-02-1982,14.03,12.44,1
01-03-1982,13.85,12.27,1
02-03-1982,13.74,12.37,1
03-03-1982,13.69,12.28,1
04-03-1982,13.61,12.18,1
05-03-1982,13.59,12.19,1
08-03-1982,13.67,12.12,1
09-03-1982,13.69,12.36,1
10-03-1982,13.73,12.41,1
11-03-1982,13.95,12.64,1
12-03-1982,13.97,12.81,1
15-03-1982,13.96,12.89,1
16-03-1982,13.91,12.73,1
17-03-1982,13.88,12.76,1
18-03-1982,13.87,12.83,1
19-03-1982,13.89,13.04,1
22-03-1982,13.74,12.65,1
23-03-1982,13.72,12.53,1
24-03-1982,13.91,12.68,1
25-03-1982,13.9,12.75,1
26-03-1982,14.01,13,1
29-03-1982,14.16,13.41,1
30-03-1982,14.19,13.43,1
31-03-1982,14.18,13.26,1
01-04-1982,14.1,13.24,1
02-04-1982,14.1,13.26,1
05-04-1982,14.16,13.05,1
06-04-1982,14.18,13.13,1
07-04-1982,14.18,13.18,1
08-04-1982,13.98,13.03,1
09-04-1982,.,.,1
12-04-1982,13.83,12.81,1
13-04-1982,13.83,12.73,1
14-04-1982,13.95,12.81,1
15-04-1982,13.91,12.86,1
16-04-1982,13.71,12.64,1
19-04-1982,13.66,12.48,1
20-04-1982,13.72,12.46,1
21-04-1982,13.69,12.19,1
22-04-1982,13.71,12.42,1
23-04-1982,13.69,12.39,1
26-04-1982,13.7,12.44,1
27-04-1982,13.7,12.43,1
28-04-1982,13.77,12.44,1
29-04-1982,13.87,12.44,1
30-04-1982,13.87,12.34,1
03-05-1982,13.95,12.74,1
04-05-1982,13.87,12.73,1
05-05-1982,13.8,12.62,1
06-05-1982,13.54,12.34,1
07-05-1982,13.48,12.25,1
10-05-1982,13.49,12.33,1
11-05-1982,13.46,12.3,1
12-05-1982,13.59,12.4,1
13-05-1982,13.62,12.5,1
14-05-1982,13.48,12.36,1
17-05-1982,13.57,12.32,1
18-05-1982,13.6,12.23,1
19-05-1982,13.64,11.94,1
20-05-1982,13.53,11.5,1
21-05-1982,13.52,11.51,1
24-05-1982,13.58,11.5,1
25-05-1982,13.62,11.57,1
26-05-1982,13.68,11.55,1
27-05-1982,13.72,11.57,1
28-05-1982,13.71,11.5,1
31-05-1982,.,.,1
01-06-1982,13.93,12.01,1
02-06-1982,13.86,12.06,1
03-06-1982,13.9,12.07,1
04-06-1982,13.98,12.22,1
07-06-1982,13.94,12.09,1
08-06-1982,13.98,12.17,1
09-06-1982,13.99,12.08,1
10-06-1982,14.02,11.98,1
11-06-1982,13.93,11.99,1
14-06-1982,14.21,12.34,1
15-06-1982,14.21,12.36,1
16-06-1982,14.26,12.31,1
17-06-1982,14.48,12.56,1
18-06-1982,14.62,12.73,1
21-06-1982,14.63,12.56,1
22-06-1982,14.66,12.78,1
23-06-1982,14.74,12.87,1
24-06-1982,14.71,12.99,1
25-06-1982,14.76,13.19,1
28-06-1982,14.73,13.11,1
29-06-1982,14.61,13.02,1
30-06-1982,14.44,12.76,1
01-07-1982,14.4,12.55,1
02-07-1982,14.5,12.59,1
05-07-1982,.,.,1
06-07-1982,14.48,12.62,1
07-07-1982,14.49,12.58,1
08-07-1982,14.19,11.95,1
09-07-1982,14.03,11.77,1
12-07-1982,13.87,11.73,1
13-07-1982,14.02,11.95,1
14-07-1982,14.1,12,1
15-07-1982,13.96,11.64,1
16-07-1982,13.7,11.21,1
19-07-1982,13.68,11.06,1
20-07-1982,13.53,10.66,1
21-07-1982,13.6,10.75,1
22-07-1982,13.51,10.41,1
23-07-1982,13.56,10.33,1
26-07-1982,13.91,10.45,1
27-07-1982,13.86,10.66,1
28-07-1982,13.97,10.72,1
29-07-1982,13.83,10.53,1
30-07-1982,13.68,10.17,1
02-08-1982,13.41,9.36,1
03-08-1982,13.51,9.8,1
04-08-1982,13.68,9.73,1
05-08-1982,13.7,9.8,1
06-08-1982,13.85,10.31,1
09-08-1982,13.7,9.86,1
10-08-1982,13.69,10.02,1
11-08-1982,13.71,9.97,1
12-08-1982,13.55,9.38,1
13-08-1982,13.2,9.25,1
16-08-1982,13.09,8.67,1
17-08-1982,12.65,8.05,1
18-08-1982,12.57,8.06,1
19-08-1982,12.47,7.52,1
20-08-1982,12.24,7.08,1
23-08-1982,12.47,7.5,1
24-08-1982,12.35,7.61,1
25-08-1982,12.43,7.42,1
26-08-1982,12.55,7.14,1
27-08-1982,12.77,7.84,1
30-08-1982,12.81,8.16,1
31-08-1982,12.81,8.42,1
01-09-1982,12.76,8.42,1
02-09-1982,12.6,8.36,1
03-09-1982,12.47,8.17,1
06-09-1982,.,.,1
07-09-1982,12.53,8.39,1
08-09-1982,12.51,8.3,1
09-09-1982,12.53,8.28,1
10-09-1982,12.73,8.37,1
13-09-1982,12.63,8.12,1
14-09-1982,12.56,7.89,1
15-09-1982,12.6,8.14,1
16-09-1982,12.6,8.03,1
17-09-1982,12.51,7.96,1
20-09-1982,12.47,7.78,1
21-09-1982,12.18,7.63,1
22-09-1982,12.04,7.35,1
23-09-1982,11.94,7.28,1
24-09-1982,12.09,7.6,1
27-09-1982,11.99,7.58,1
28-09-1982,11.85,7.48,1
29-09-1982,11.8,7.58,1
30-09-1982,11.73,7.62,1
01-10-1982,11.51,7.35,1
04-10-1982,11.72,7.94,1
05-10-1982,11.69,8.14,1
06-10-1982,11.5,8.05,1
07-10-1982,10.91,7.76,1
08-10-1982,10.83,7.75,1
11-10-1982,.,.,1
12-10-1982,10.53,7.38,1
13-10-1982,10.39,7.42,1
14-10-1982,10.61,7.54,1
15-10-1982,10.75,7.56,1
18-10-1982,10.58,7.43,1
19-10-1982,10.56,7.48,1
20-10-1982,10.69,7.56,1
21-10-1982,10.69,7.57,1
22-10-1982,10.81,7.64,1
25-10-1982,11.11,7.87,1
26-10-1982,10.87,7.96,1
27-10-1982,10.9,8,1
28-10-1982,10.77,7.91,1
29-10-1982,10.71,7.9,1
01-11-1982,10.56,7.81,1
02-11-1982,.,.,1
03-11-1982,10.46,7.79,1
04-11-1982,10.42,7.73,1
05-11-1982,10.48,7.78,1
08-11-1982,10.55,7.92,1
09-11-1982,10.51,8,1
10-11-1982,10.48,8.08,1
11-11-1982,.,.,1
12-11-1982,10.58,8.28,1
15-11-1982,10.65,8.43,1
16-11-1982,10.67,8.4,1
17-11-1982,10.59,8.36,1
18-11-1982,10.46,8.27,1
19-11-1982,10.42,8.1,1
22-11-1982,10.43,7.96,1
23-11-1982,10.53,7.95,1
24-11-1982,10.59,7.93,1
25-11-1982,.,.,1
26-11-1982,10.51,7.93,1
29-11-1982,10.78,8.26,1
30-11-1982,10.79,8.28,1
01-12-1982,10.74,8.28,0
02-12-1982,10.68,8.04,0
03-12-1982,10.47,7.84,0
06-12-1982,10.46,7.88,0
07-12-1982,10.48,7.93,0
08-12-1982,10.62,7.97,0
09-12-1982,10.58,7.96,0
10-12-1982,10.66,8.04,0
13-12-1982,10.61,8,0
14-12-1982,10.46,7.68,0
15-12-1982,10.5,7.63,0
16-12-1982,10.59,7.83,0
17-12-1982,10.64,7.87,0
20-12-1982,10.7,7.88,0
21-12-1982,10.54,7.9,0
22-12-1982,10.53,7.92,0
23-12-1982,10.47,7.92,0
24-12-1982,.,.,0
27-12-1982,10.44,7.91,0
28-12-1982,10.44,8.05,0
29-12-1982,10.47,8.14,0
