DATE,DGS10,DTB3,USRECD
01-01-1962,.,.,0
02-01-1962,4.06,2.7,0
03-01-1962,4.03,2.73,0
04-01-1962,3.99,2.72,0
05-01-1962,4.02,2.74,0
08-01-1962,4.03,2.78,0
09-01-1962,4.05,2.78,0
10-01-1962,4.07,2.81,0
11-01-1962,4.08,2.78,0
12-01-1962,4.08,2.76,0
15-01-1962,4.1,2.74,0
16-01-1962,4.13,2.73,0
17-01-1962,4.12,2.74,0
18-01-1962,4.11,2.71,0
19-01-1962,4.11,2.71,0
22-01-1962,4.09,2.68,0
23-01-1962,4.11,2.66,0
24-01-1962,4.1,2.66,0
25-01-1962,4.11,2.66,0
26-01-1962,4.11,2.67,0
29-01-1962,4.12,2.67,0
30-01-1962,4.11,2.67,0
31-01-1962,4.1,2.73,0
01-02-1962,4.09,2.69,0
02-02-1962,4.08,2.67,0
05-02-1962,4.07,2.67,0
06-02-1962,4.06,2.68,0
07-02-1962,4.07,2.73,0
08-02-1962,4.07,2.72,0
09-02-1962,4.05,2.72,0
12-02-1962,.,.,0
13-02-1962,4.03,2.76,0
14-02-1962,4.03,2.82,0
15-02-1962,4.02,2.84,0
16-02-1962,4.02,2.83,0
19-02-1962,4.01,2.8,0
20-02-1962,4.05,2.75,0
21-02-1962,4.03,2.73,0
22-02-1962,.,.,0
23-02-1962,4.02,2.69,0
26-02-1962,4,2.66,0
27-02-1962,4.01,2.72,0
28-02-1962,4,2.71,0
01-03-1962,3.98,2.68,0
02-03-1962,3.98,2.69,0
05-03-1962,4,2.7,0
06-03-1962,4.01,2.72,0
07-03-1962,4,2.75,0
08-03-1962,3.98,2.75,0
09-03-1962,3.96,2.76,0
12-03-1962,3.94,2.75,0
13-03-1962,3.92,2.75,0
14-03-1962,3.93,2.75,0
15-03-1962,3.96,2.73,0
16-03-1962,3.96,2.72,0
19-03-1962,3.93,2.7,0
20-03-1962,3.91,2.7,0
21-03-1962,3.86,2.71,0
22-03-1962,3.83,2.69,0
23-03-1962,3.87,2.7,0
26-03-1962,3.89,2.71,0
27-03-1962,3.9,2.72,0
28-03-1962,3.9,2.73,0
29-03-1962,3.9,2.75,0
30-03-1962,3.86,2.75,0
02-04-1962,3.86,2.74,0
03-04-1962,3.83,2.73,0
04-04-1962,3.78,2.7,0
05-04-1962,3.84,2.72,0
06-04-1962,3.81,2.7,0
09-04-1962,3.83,2.71,0
10-04-1962,3.83,2.74,0
11-04-1962,3.87,2.78,0
12-04-1962,3.86,2.73,0
13-04-1962,3.85,2.74,0
16-04-1962,3.83,2.71,0
17-04-1962,3.82,2.72,0
18-04-1962,3.81,2.73,0
19-04-1962,3.82,2.73,0
20-04-1962,.,.,0
23-04-1962,3.86,2.73,0
24-04-1962,3.87,2.73,0
25-04-1962,3.88,2.74,0
26-04-1962,3.89,2.73,0
27-04-1962,3.86,2.74,0
30-04-1962,3.86,2.74,0
01-05-1962,3.85,2.74,0
02-05-1962,3.86,2.74,0
03-05-1962,3.86,2.73,0
04-05-1962,3.87,2.73,0
07-05-1962,3.86,2.7,0
08-05-1962,3.85,2.68,0
09-05-1962,3.82,2.67,0
10-05-1962,3.83,2.66,0
11-05-1962,3.82,2.63,0
14-05-1962,3.85,2.64,0
15-05-1962,3.87,2.66,0
16-05-1962,3.86,2.67,0
17-05-1962,3.87,2.68,0
18-05-1962,3.93,2.68,0
21-05-1962,3.94,2.68,0
22-05-1962,3.93,2.68,0
23-05-1962,3.91,2.7,0
24-05-1962,3.9,2.7,0
25-05-1962,3.88,2.69,0
28-05-1962,3.87,2.65,0
29-05-1962,3.89,2.66,0
30-05-1962,.,.,0
31-05-1962,3.9,2.7,0
01-06-1962,3.89,2.69,0
04-06-1962,3.88,2.66,0
05-06-1962,3.89,2.65,0
06-06-1962,3.89,2.66,0
07-06-1962,3.87,2.64,0
08-06-1962,3.86,2.65,0
11-06-1962,3.87,2.65,0
12-06-1962,3.86,2.67,0
13-06-1962,3.87,2.71,0
14-06-1962,3.9,2.73,0
15-06-1962,3.89,2.71,0
18-06-1962,3.91,2.72,0
19-06-1962,3.93,2.75,0
20-06-1962,3.92,2.73,0
21-06-1962,3.9,2.72,0
22-06-1962,3.9,2.74,0
25-06-1962,3.95,2.79,0
26-06-1962,3.97,2.83,0
27-06-1962,3.96,2.83,0
28-06-1962,3.98,2.86,0
29-06-1962,4,2.9,0
02-07-1962,4,2.92,0
03-07-1962,4,2.9,0
04-07-1962,.,.,0
05-07-1962,4,2.92,0
06-07-1962,4.02,2.93,0
09-07-1962,4.05,2.96,0
10-07-1962,4.02,2.96,0
11-07-1962,3.99,2.97,0
12-07-1962,4,2.98,0
13-07-1962,4,2.96,0
16-07-1962,4.01,2.97,0
17-07-1962,4.03,2.97,0
18-07-1962,4.02,2.97,0
19-07-1962,4.02,2.93,0
20-07-1962,4.01,2.91,0
23-07-1962,4,2.87,0
24-07-1962,4.01,2.86,0
25-07-1962,4.02,2.89,0
26-07-1962,4.01,2.89,0
27-07-1962,4.02,2.88,0
30-07-1962,4.03,2.86,0
31-07-1962,4.04,2.86,0
01-08-1962,4.03,2.87,0
02-08-1962,4,2.83,0
03-08-1962,4.01,2.82,0
06-08-1962,4.01,2.8,0
07-08-1962,4.02,2.83,0
08-08-1962,4.01,2.84,0
09-08-1962,3.99,2.83,0
10-08-1962,3.99,2.83,0
13-08-1962,3.99,2.82,0
14-08-1962,3.98,2.83,0
15-08-1962,3.98,2.86,0
16-08-1962,3.96,2.83,0
17-08-1962,3.96,2.84,0
20-08-1962,3.94,2.82,0
21-08-1962,3.94,2.82,0
22-08-1962,3.95,2.82,0
23-08-1962,3.95,2.82,0
24-08-1962,3.95,2.82,0
27-08-1962,3.95,2.8,0
28-08-1962,3.96,2.78,0
29-08-1962,3.96,2.81,0
30-08-1962,3.95,2.8,0
31-08-1962,3.96,2.81,0
03-09-1962,.,.,0
04-09-1962,3.96,2.83,0
05-09-1962,3.97,2.85,0
06-09-1962,3.99,2.79,0
07-09-1962,4.01,2.79,0
10-09-1962,4,2.77,0
11-09-1962,4,2.77,0
12-09-1962,4,2.78,0
13-09-1962,3.99,2.78,0
14-09-1962,3.99,2.78,0
17-09-1962,3.99,2.78,0
18-09-1962,3.98,2.77,0
19-09-1962,3.99,2.77,0
20-09-1962,3.98,2.75,0
21-09-1962,3.98,2.76,0
24-09-1962,3.97,2.75,0
25-09-1962,3.96,2.76,0
26-09-1962,3.95,2.76,0
27-09-1962,3.95,2.76,0
28-09-1962,3.94,2.74,0
01-10-1962,3.93,2.73,0
02-10-1962,3.92,2.74,0
03-10-1962,3.9,2.77,0
04-10-1962,3.9,2.76,0
05-10-1962,3.92,2.76,0
08-10-1962,3.93,2.76,0
09-10-1962,3.95,2.75,0
10-10-1962,3.93,2.76,0
11-10-1962,3.94,2.77,0
12-10-1962,.,.,0
15-10-1962,3.94,2.75,0
16-10-1962,3.94,2.74,0
17-10-1962,3.94,2.75,0
18-10-1962,3.92,2.74,0
19-10-1962,3.88,2.72,0
22-10-1962,3.91,2.73,0
23-10-1962,3.94,2.74,0
24-10-1962,3.94,2.74,0
25-10-1962,3.94,2.74,0
26-10-1962,3.93,2.73,0
29-10-1962,3.92,2.69,0
30-10-1962,3.92,2.72,0
31-10-1962,3.92,2.72,0
01-11-1962,3.92,2.72,0
02-11-1962,3.91,2.83,0
05-11-1962,3.91,2.84,0
06-11-1962,.,.,0
07-11-1962,3.91,2.84,0
08-11-1962,3.9,2.8,0
09-11-1962,3.89,2.8,0
12-11-1962,.,.,0
13-11-1962,3.9,2.81,0
14-11-1962,3.91,2.82,0
15-11-1962,3.91,2.84,0
16-11-1962,3.93,2.83,0
19-11-1962,3.93,2.83,0
20-11-1962,3.93,2.83,0
21-11-1962,3.92,2.84,0
22-11-1962,.,.,0
23-11-1962,3.92,2.84,0
26-11-1962,3.93,2.85,0
27-11-1962,3.92,2.87,0
28-11-1962,3.92,2.87,0
29-11-1962,3.92,2.86,0
30-11-1962,3.92,2.86,0
03-12-1962,3.93,2.86,0
04-12-1962,3.94,2.86,0
05-12-1962,3.93,2.85,0
06-12-1962,3.92,2.84,0
07-12-1962,3.91,2.83,0
10-12-1962,3.9,2.82,0
11-12-1962,3.89,2.84,0
12-12-1962,3.88,2.85,0
13-12-1962,3.88,2.85,0
14-12-1962,3.87,2.85,0
17-12-1962,3.85,2.86,0
18-12-1962,3.83,2.87,0
19-12-1962,3.84,2.88,0
20-12-1962,3.83,2.89,0
21-12-1962,3.81,2.88,0
24-12-1962,3.79,2.88,0
25-12-1962,.,.,0
26-12-1962,3.79,2.86,0
27-12-1962,3.81,2.9,0
28-12-1962,3.84,2.93,0
31-12-1962,3.85,2.92,0
01-01-1963,.,.,0
02-01-1963,3.82,2.88,0
03-01-1963,3.81,2.86,0
04-01-1963,3.84,2.9,0
07-01-1963,3.83,2.91,0
08-01-1963,3.81,2.9,0
09-01-1963,3.82,2.89,0
10-01-1963,3.81,2.89,0
11-01-1963,3.8,2.89,0
14-01-1963,3.81,2.88,0
15-01-1963,3.8,2.88,0
16-01-1963,3.8,2.89,0
17-01-1963,3.82,2.91,0
18-01-1963,3.84,2.92,0
21-01-1963,3.85,2.92,0
22-01-1963,3.86,2.93,0
23-01-1963,3.86,2.95,0
24-01-1963,3.86,2.94,0
25-01-1963,3.85,2.93,0
28-01-1963,3.86,2.92,0
29-01-1963,3.86,2.93,0
30-01-1963,3.86,2.93,0
31-01-1963,3.87,2.93,0
01-02-1963,3.88,2.94,0
04-02-1963,3.89,2.94,0
05-02-1963,3.9,2.96,0
06-02-1963,3.91,2.96,0
07-02-1963,3.91,2.95,0
08-02-1963,3.91,2.95,0
11-02-1963,3.92,2.94,0
12-02-1963,.,.,0
13-02-1963,3.92,2.93,0
14-02-1963,3.91,2.92,0
15-02-1963,3.91,2.92,0
18-02-1963,3.91,2.91,0
19-02-1963,3.93,2.9,0
20-02-1963,3.94,2.9,0
21-02-1963,3.95,2.87,0
22-02-1963,.,.,0
25-02-1963,3.95,2.88,0
26-02-1963,3.95,2.9,0
27-02-1963,3.95,2.91,0
28-02-1963,3.94,2.9,0
01-03-1963,3.93,2.9,0
04-03-1963,3.92,2.89,0
05-03-1963,3.92,2.9,0
06-03-1963,3.91,2.9,0
07-03-1963,3.92,2.88,0
08-03-1963,3.92,2.86,0
11-03-1963,3.92,2.87,0
12-03-1963,3.92,2.87,0
13-03-1963,3.92,2.88,0
14-03-1963,3.92,2.88,0
15-03-1963,3.92,2.88,0
18-03-1963,3.92,2.89,0
19-03-1963,3.92,2.89,0
20-03-1963,3.92,2.91,0
21-03-1963,3.92,2.9,0
22-03-1963,3.93,2.9,0
25-03-1963,3.94,2.9,0
26-03-1963,3.96,2.9,0
27-03-1963,3.96,2.92,0
28-03-1963,3.96,2.92,0
29-03-1963,3.95,2.91,0
01-04-1963,3.95,2.9,0
02-04-1963,3.96,2.9,0
03-04-1963,3.96,2.91,0
04-04-1963,3.95,2.91,0
05-04-1963,3.95,2.91,0
08-04-1963,3.97,2.9,0
09-04-1963,3.98,2.89,0
10-04-1963,4,2.9,0
11-04-1963,4,2.92,0
12-04-1963,.,.,0
15-04-1963,4.01,2.91,0
16-04-1963,4,2.9,0
17-04-1963,4,2.9,0
18-04-1963,3.99,2.89,0
19-04-1963,3.97,2.88,0
22-04-1963,3.97,2.88,0
23-04-1963,3.97,2.89,0
24-04-1963,3.96,2.89,0
25-04-1963,3.95,2.89,0
26-04-1963,3.95,2.89,0
29-04-1963,3.95,2.89,0
30-04-1963,3.95,2.9,0
01-05-1963,3.94,2.9,0
02-05-1963,3.94,2.9,0
03-05-1963,3.93,2.9,0
06-05-1963,3.92,2.9,0
07-05-1963,3.91,2.9,0
08-05-1963,3.92,2.91,0
09-05-1963,3.93,2.91,0
10-05-1963,3.93,2.91,0
13-05-1963,3.92,2.9,0
14-05-1963,3.91,2.89,0
15-05-1963,3.91,2.9,0
16-05-1963,3.9,2.9,0
17-05-1963,3.92,2.91,0
20-05-1963,3.93,2.92,0
21-05-1963,3.92,2.92,0
22-05-1963,3.92,2.94,0
23-05-1963,3.93,2.95,0
24-05-1963,3.95,2.96,0
27-05-1963,3.95,2.97,0
28-05-1963,3.96,2.97,0
29-05-1963,3.96,2.99,0
30-05-1963,.,.,0
31-05-1963,3.96,3,0
03-06-1963,3.98,3.03,0
04-06-1963,3.98,3.02,0
05-06-1963,3.98,3,0
06-06-1963,3.99,2.99,0
07-06-1963,3.99,2.98,0
10-06-1963,3.99,2.97,0
11-06-1963,3.98,2.98,0
12-06-1963,3.99,2.99,0
13-06-1963,3.99,2.98,0
14-06-1963,3.99,2.99,0
17-06-1963,4,2.98,0
18-06-1963,4,2.98,0
19-06-1963,4,2.98,0
20-06-1963,4,2.98,0
21-06-1963,4,2.98,0
24-06-1963,4,2.98,0
25-06-1963,4,2.99,0
26-06-1963,4,2.99,0
27-06-1963,4,2.99,0
28-06-1963,4,2.99,0
01-07-1963,4.01,3,0
02-07-1963,4.03,3.02,0
03-07-1963,4.03,3.04,0
04-07-1963,.,.,0
05-07-1963,4.04,3.07,0
08-07-1963,4.05,3.21,0
09-07-1963,4.04,3.22,0
10-07-1963,4.03,3.23,0
11-07-1963,4.04,3.24,0
12-07-1963,4.03,3.18,0
15-07-1963,4.02,3.17,0
16-07-1963,4.02,3.17,0
17-07-1963,4.03,3.24,0
18-07-1963,4.02,3.2,0
19-07-1963,4.02,3.18,0
22-07-1963,4.02,3.17,0
23-07-1963,4.02,3.15,0
24-07-1963,4.01,3.22,0
25-07-1963,4.01,3.21,0
26-07-1963,3.99,3.2,0
29-07-1963,3.99,3.24,0
30-07-1963,4,3.25,0
31-07-1963,4,3.27,0
01-08-1963,3.99,3.25,0
02-08-1963,3.99,3.21,0
05-08-1963,3.99,3.21,0
06-08-1963,4,3.22,0
07-08-1963,4.01,3.28,0
08-08-1963,4,3.29,0
09-08-1963,4,3.3,0
12-08-1963,4.01,3.3,0
13-08-1963,4.02,3.31,0
14-08-1963,4.02,3.32,0
15-08-1963,4.01,3.33,0
16-08-1963,4,3.34,0
19-08-1963,3.99,3.33,0
20-08-1963,3.99,3.33,0
21-08-1963,4,3.37,0
22-08-1963,4,3.37,0
23-08-1963,4,3.38,0
26-08-1963,4,3.38,0
27-08-1963,4,3.39,0
28-08-1963,4,3.4,0
29-08-1963,4.01,3.39,0
30-08-1963,4.02,3.39,0
02-09-1963,.,.,0
03-09-1963,4.03,3.38,0
04-09-1963,4.04,3.37,0
05-09-1963,4.08,3.35,0
06-09-1963,4.09,3.34,0
09-09-1963,4.09,3.34,0
10-09-1963,4.09,3.36,0
11-09-1963,4.09,3.36,0
12-09-1963,4.09,3.37,0
13-09-1963,4.09,3.38,0
16-09-1963,4.09,3.41,0
17-09-1963,4.09,3.4,0
18-09-1963,4.08,3.41,0
19-09-1963,4.08,3.41,0
20-09-1963,4.07,3.4,0
23-09-1963,4.07,3.39,0
24-09-1963,4.08,3.39,0
25-09-1963,4.08,3.37,0
26-09-1963,4.08,3.37,0
27-09-1963,4.07,3.36,0
30-09-1963,4.07,3.37,0
01-10-1963,4.07,3.37,0
02-10-1963,4.07,3.43,0
03-10-1963,4.07,3.44,0
04-10-1963,4.08,3.45,0
07-10-1963,4.08,3.46,0
08-10-1963,4.09,3.45,0
09-10-1963,4.1,3.44,0
10-10-1963,4.1,3.44,0
11-10-1963,4.1,3.44,0
14-10-1963,4.1,3.45,0
15-10-1963,4.11,3.46,0
16-10-1963,4.11,3.46,0
17-10-1963,4.12,3.49,0
18-10-1963,4.12,3.48,0
21-10-1963,4.12,3.46,0
22-10-1963,4.11,3.43,0
23-10-1963,4.12,3.44,0
24-10-1963,4.11,3.45,0
25-10-1963,4.12,3.44,0
28-10-1963,4.12,3.44,0
29-10-1963,4.13,3.46,0
30-10-1963,4.14,3.48,0
31-10-1963,4.15,3.48,0
01-11-1963,4.15,3.49,0
04-11-1963,4.15,3.51,0
05-11-1963,.,.,0
06-11-1963,4.17,3.54,0
07-11-1963,4.17,3.55,0
08-11-1963,4.16,3.55,0
11-11-1963,.,.,0
12-11-1963,4.16,3.55,0
13-11-1963,4.15,3.58,0
14-11-1963,4.12,3.54,0
15-11-1963,4.11,3.53,0
18-11-1963,4.11,3.52,0
19-11-1963,4.1,3.52,0
20-11-1963,4.09,3.51,0
21-11-1963,4.1,3.5,0
22-11-1963,4.09,3.49,0
25-11-1963,.,.,0
26-11-1963,4.08,3.46,0
27-11-1963,4.08,3.49,0
28-11-1963,.,.,0
29-11-1963,4.08,3.5,0
02-12-1963,4.09,3.53,0
03-12-1963,4.1,3.54,0
04-12-1963,4.1,3.53,0
05-12-1963,4.11,3.52,0
06-12-1963,4.11,3.5,0
09-12-1963,4.1,3.49,0
10-12-1963,4.1,3.49,0
11-12-1963,4.12,3.51,0
12-12-1963,4.12,3.51,0
13-12-1963,4.13,3.52,0
16-12-1963,4.15,3.53,0
17-12-1963,4.15,3.53,0
18-12-1963,4.15,3.53,0
19-12-1963,4.14,3.53,0
20-12-1963,4.15,3.52,0
23-12-1963,4.15,3.52,0
24-12-1963,4.15,3.52,0
25-12-1963,.,.,0
26-12-1963,4.15,3.53,0
27-12-1963,4.15,3.52,0
30-12-1963,4.14,3.52,0
31-12-1963,4.14,3.51,0
01-01-1964,.,.,0
02-01-1964,4.14,3.53,0
03-01-1964,4.15,3.53,0
06-01-1964,4.16,3.53,0
07-01-1964,4.15,3.53,0
08-01-1964,4.18,3.54,0
09-01-1964,4.18,3.53,0
10-01-1964,4.18,3.53,0
13-01-1964,4.18,3.54,0
14-01-1964,4.18,3.54,0
15-01-1964,4.18,3.55,0
16-01-1964,4.17,3.54,0
17-01-1964,4.17,3.54,0
20-01-1964,4.16,3.52,0
21-01-1964,4.16,3.52,0
22-01-1964,4.16,3.52,0
23-01-1964,4.16,3.51,0
24-01-1964,4.18,3.51,0
27-01-1964,4.18,3.5,0
28-01-1964,4.17,3.5,0
29-01-1964,4.17,3.5,0
30-01-1964,4.16,3.5,0
31-01-1964,4.15,3.5,0
03-02-1964,4.15,3.5,0
04-02-1964,4.15,3.51,0
05-02-1964,4.15,3.51,0
06-02-1964,4.14,3.5,0
07-02-1964,4.14,3.52,0
10-02-1964,4.14,3.53,0
11-02-1964,4.14,3.52,0
12-02-1964,.,.,0
13-02-1964,4.13,3.52,0
14-02-1964,4.13,3.52,0
17-02-1964,4.13,3.52,0
18-02-1964,4.14,3.52,0
19-02-1964,4.14,3.54,0
20-02-1964,4.14,3.54,0
21-02-1964,.,.,0
24-02-1964,4.15,3.53,0
25-02-1964,4.15,3.53,0
26-02-1964,4.15,3.55,0
27-02-1964,4.17,3.59,0
28-02-1964,4.18,3.6,0
02-03-1964,4.17,3.58,0
03-03-1964,4.18,3.56,0
04-03-1964,4.19,3.57,0
05-03-1964,4.19,3.55,0
06-03-1964,4.19,3.54,0
09-03-1964,4.2,3.53,0
10-03-1964,4.2,3.54,0
11-03-1964,4.21,3.56,0
12-03-1964,4.21,3.55,0
13-03-1964,4.22,3.54,0
16-03-1964,4.21,3.53,0
17-03-1964,4.22,3.53,0
18-03-1964,4.23,3.55,0
19-03-1964,4.24,3.55,0
20-03-1964,4.25,3.55,0
23-03-1964,4.25,3.54,0
24-03-1964,4.26,3.53,0
25-03-1964,4.26,3.55,0
26-03-1964,4.25,3.54,0
27-03-1964,.,.,0
30-03-1964,4.25,3.52,0
31-03-1964,4.23,3.51,0
01-04-1964,4.23,3.53,0
02-04-1964,4.24,3.53,0
03-04-1964,4.25,3.52,0
06-04-1964,4.25,3.5,0
07-04-1964,4.25,3.49,0
08-04-1964,4.22,3.48,0
09-04-1964,4.22,3.46,0
10-04-1964,4.22,3.46,0
13-04-1964,4.23,3.47,0
14-04-1964,4.24,3.48,0
15-04-1964,4.23,3.49,0
16-04-1964,4.23,3.47,0
17-04-1964,4.24,3.46,0
20-04-1964,4.24,3.45,0
21-04-1964,4.23,3.44,0
22-04-1964,4.23,3.46,0
23-04-1964,4.23,3.45,0
24-04-1964,4.23,3.45,0
27-04-1964,4.23,3.44,0
28-04-1964,4.23,3.44,0
29-04-1964,4.22,3.45,0
30-04-1964,4.22,3.45,0
01-05-1964,4.22,3.46,0
04-05-1964,4.22,3.47,0
05-05-1964,4.22,3.48,0
06-05-1964,4.22,3.5,0
07-05-1964,4.22,3.49,0
08-05-1964,4.2,3.49,0
11-05-1964,4.19,3.47,0
12-05-1964,4.19,3.47,0
13-05-1964,4.19,3.48,0
14-05-1964,4.19,3.48,0
15-05-1964,4.19,3.47,0
18-05-1964,4.19,3.46,0
19-05-1964,4.19,3.47,0
20-05-1964,4.2,3.49,0
21-05-1964,4.2,3.48,0
22-05-1964,4.2,3.47,0
25-05-1964,4.19,3.46,0
26-05-1964,4.19,3.46,0
27-05-1964,4.2,3.48,0
28-05-1964,4.19,3.47,0
29-05-1964,.,.,0
01-06-1964,4.19,3.47,0
02-06-1964,4.19,3.47,0
03-06-1964,4.19,3.48,0
04-06-1964,4.19,3.47,0
05-06-1964,4.18,3.47,0
08-06-1964,4.18,3.46,0
09-06-1964,4.17,3.46,0
10-06-1964,4.17,3.47,0
11-06-1964,4.18,3.48,0
12-06-1964,4.18,3.48,0
15-06-1964,4.18,3.49,0
16-06-1964,4.18,3.49,0
17-06-1964,4.18,3.5,0
18-06-1964,4.17,3.49,0
19-06-1964,4.16,3.48,0
22-06-1964,4.15,3.48,0
23-06-1964,4.15,3.47,0
24-06-1964,4.15,3.47,0
25-06-1964,4.15,3.47,0
26-06-1964,4.15,3.47,0
29-06-1964,4.15,3.47,0
30-06-1964,4.15,3.47,0
01-07-1964,4.15,3.48,0
02-07-1964,4.15,3.48,0
03-07-1964,.,3.48,0
06-07-1964,4.16,3.48,0
07-07-1964,4.15,3.49,0
08-07-1964,4.15,3.5,0
09-07-1964,4.18,3.48,0
10-07-1964,4.19,3.43,0
13-07-1964,4.19,3.43,0
14-07-1964,4.19,3.44,0
15-07-1964,4.19,3.44,0
16-07-1964,4.19,3.42,0
17-07-1964,4.2,3.44,0
20-07-1964,4.21,3.46,0
21-07-1964,4.2,3.46,0
22-07-1964,4.21,3.48,0
23-07-1964,4.2,3.45,0
24-07-1964,4.2,3.45,0
27-07-1964,4.2,3.45,0
28-07-1964,4.2,3.46,0
29-07-1964,4.2,3.47,0
30-07-1964,4.19,3.47,0
31-07-1964,4.19,3.47,0
03-08-1964,4.19,3.47,0
04-08-1964,4.19,3.47,0
05-08-1964,4.19,3.5,0
06-08-1964,4.18,3.49,0
07-08-1964,4.19,3.49,0
10-08-1964,4.19,3.5,0
11-08-1964,4.2,3.5,0
12-08-1964,4.2,3.51,0
13-08-1964,4.19,3.51,0
14-08-1964,4.19,3.51,0
17-08-1964,4.19,3.5,0
18-08-1964,4.19,3.49,0
19-08-1964,4.19,3.5,0
20-08-1964,4.19,3.5,0
21-08-1964,4.19,3.5,0
24-08-1964,4.19,3.5,0
25-08-1964,4.2,3.5,0
26-08-1964,4.2,3.51,0
27-08-1964,4.2,3.49,0
28-08-1964,4.21,3.49,0
31-08-1964,4.21,3.5,0
01-09-1964,4.21,3.5,0
02-09-1964,4.22,3.51,0
03-09-1964,4.22,3.5,0
04-09-1964,4.22,3.51,0
07-09-1964,.,.,0
08-09-1964,4.22,3.51,0
09-09-1964,4.22,3.53,0
10-09-1964,4.22,3.52,0
11-09-1964,4.22,3.52,0
14-09-1964,4.22,3.53,0
15-09-1964,4.22,3.54,0
16-09-1964,4.21,3.55,0
17-09-1964,4.2,3.54,0
18-09-1964,4.2,3.54,0
21-09-1964,4.19,3.54,0
22-09-1964,4.19,3.54,0
23-09-1964,4.19,3.55,0
24-09-1964,4.19,3.55,0
25-09-1964,4.19,3.54,0
28-09-1964,4.17,3.55,0
29-09-1964,4.18,3.55,0
30-09-1964,4.18,3.55,0
01-10-1964,4.18,3.55,0
02-10-1964,4.18,3.56,0
05-10-1964,4.2,3.56,0
06-10-1964,4.19,3.56,0
07-10-1964,4.19,3.58,0
08-10-1964,4.19,3.58,0
09-10-1964,4.19,3.58,0
12-10-1964,.,.,0
13-10-1964,4.19,3.57,0
14-10-1964,4.19,3.59,0
15-10-1964,4.2,3.59,0
16-10-1964,4.21,3.59,0
19-10-1964,4.21,3.59,0
20-10-1964,4.2,3.59,0
21-10-1964,4.19,3.59,0
22-10-1964,4.19,3.58,0
23-10-1964,4.19,3.57,0
26-10-1964,4.19,3.56,0
27-10-1964,4.18,3.56,0
28-10-1964,4.17,3.56,0
29-10-1964,4.16,3.55,0
30-10-1964,4.16,3.55,0
02-11-1964,4.15,3.55,0
03-11-1964,.,.,0
04-11-1964,4.15,3.57,0
05-11-1964,4.15,3.57,0
06-11-1964,4.15,3.57,0
09-11-1964,4.15,3.57,0
10-11-1964,4.14,3.56,0
11-11-1964,.,.,0
12-11-1964,4.12,3.58,0
13-11-1964,4.13,3.59,0
16-11-1964,4.13,3.6,0
17-11-1964,4.14,3.6,0
18-11-1964,4.14,3.61,0
19-11-1964,4.13,3.61,0
20-11-1964,4.13,3.62,0
23-11-1964,4.18,3.73,0
24-11-1964,4.18,3.78,0
25-11-1964,4.19,3.82,0
26-11-1964,.,.,0
27-11-1964,4.19,3.81,0
30-11-1964,4.2,3.84,0
01-12-1964,4.2,3.85,0
02-12-1964,4.19,3.84,0
03-12-1964,4.18,3.79,0
04-12-1964,4.18,3.78,0
07-12-1964,4.17,3.76,0
08-12-1964,4.16,3.8,0
09-12-1964,4.16,3.84,0
10-12-1964,4.15,3.83,0
11-12-1964,4.15,3.82,0
14-12-1964,4.16,3.84,0
15-12-1964,4.17,3.85,0
16-12-1964,4.18,3.87,0
17-12-1964,4.18,3.87,0
18-12-1964,4.19,3.86,0
21-12-1964,4.18,3.86,0
22-12-1964,4.18,3.86,0
23-12-1964,4.19,3.86,0
24-12-1964,4.19,3.86,0
25-12-1964,.,.,0
28-12-1964,4.19,3.85,0
29-12-1964,4.19,3.82,0
30-12-1964,4.2,3.84,0
31-12-1964,4.21,3.82,0
01-01-1965,.,.,0
04-01-1965,4.2,3.81,0
05-01-1965,4.2,3.8,0
06-01-1965,4.2,3.82,0
07-01-1965,4.2,3.8,0
08-01-1965,4.2,3.78,0
11-01-1965,4.2,3.77,0
12-01-1965,4.19,3.76,0
13-01-1965,4.19,3.77,0
14-01-1965,4.19,3.77,0
15-01-1965,4.19,3.77,0
18-01-1965,4.19,3.77,0
19-01-1965,4.18,3.77,0
20-01-1965,4.18,3.83,0
21-01-1965,4.17,3.83,0
22-01-1965,4.17,3.83,0
25-01-1965,4.18,3.84,0
26-01-1965,4.19,3.84,0
27-01-1965,4.19,3.85,0
28-01-1965,4.19,3.86,0
29-01-1965,4.19,3.87,0
01-02-1965,4.2,3.88,0
02-02-1965,4.2,3.88,0
03-02-1965,4.2,3.89,0
04-02-1965,4.21,3.9,0
05-02-1965,4.22,3.91,0
08-02-1965,4.21,3.89,0
09-02-1965,4.21,3.89,0
10-02-1965,4.21,3.91,0
11-02-1965,4.21,3.92,0
12-02-1965,.,.,0
15-02-1965,4.22,3.91,0
16-02-1965,4.21,3.92,0
17-02-1965,4.21,3.96,0
18-02-1965,4.21,3.96,0
19-02-1965,4.22,3.96,0
22-02-1965,.,.,0
23-02-1965,4.21,3.98,0
24-02-1965,4.22,4,0
25-02-1965,4.21,4,0
26-02-1965,4.22,3.99,0
01-03-1965,4.22,3.97,0
02-03-1965,4.24,3.96,0
03-03-1965,4.23,3.97,0
04-03-1965,4.22,3.96,0
05-03-1965,4.23,3.95,0
08-03-1965,4.23,3.94,0
09-03-1965,4.23,3.94,0
10-03-1965,4.23,3.95,0
11-03-1965,4.22,3.94,0
12-03-1965,4.22,3.93,0
15-03-1965,4.21,3.92,0
