Date,Open,High,Low,Close,Adj Close,Volume
11-12-2020,73500,73800,73100,73400,68228.52344,18486672
14-12-2020,73600,74500,73200,73800,68600.33594,21510415
15-12-2020,73800,74100,73300,73800,68600.33594,20863671
16-12-2020,74100,74500,73400,73800,68600.33594,17512081
17-12-2020,73400,73700,72600,73300,68135.55469,24293214
18-12-2020,73300,73700,73000,73000,67856.70313,17613029
21-12-2020,73100,73400,72000,73000,67856.70313,20367355
22-12-2020,72500,73200,72100,72300,67206.01563,16304910
23-12-2020,72400,74000,72300,73900,68693.28906,19411326
24-12-2020,74100,78800,74000,77800,72318.5,32502870
28-12-2020,79000,80100,78200,78700,73155.09375,40085044
29-12-2020,78800,78900,77300,78300,74615.00781,30339449
30-12-2020,77400,81300,77300,81000,77187.92188,29417421
04-01-2021,81000,84400,80200,83000,79093.8125,38655276
05-01-2021,81600,83900,81600,83900,79951.44531,35335669
06-01-2021,83300,84500,82100,82200,78331.45313,42089013
07-01-2021,82800,84200,82700,82900,78998.50781,32644642
08-01-2021,83300,90000,83000,88800,84620.84375,59013307
11-01-2021,90000,96800,89500,91000,86717.30469,90306177
12-01-2021,90300,91400,87800,90600,86336.13281,48682416
13-01-2021,89800,91200,89100,89700,85478.49219,36068848
14-01-2021,88700,90000,88700,89700,85478.49219,26393970
15-01-2021,89800,91800,88000,88000,83858.5,33431809
18-01-2021,86600,87300,84100,85000,80999.6875,43227951
19-01-2021,84500,88000,83600,87000,82905.54688,39895044
20-01-2021,89000,89000,86500,87200,83096.14063,25211127
21-01-2021,87500,88600,86500,88100,83953.78125,25318011
22-01-2021,89000,89700,86800,86800,82714.96875,30861661
25-01-2021,87000,89900,86300,89400,85192.60938,27258534
26-01-2021,88800,89200,86500,86700,82619.67969,33178936
27-01-2021,86600,87700,85600,85600,81571.44531,26423070
28-01-2021,83200,85600,83200,83700,79760.85938,31859808
29-01-2021,84500,85000,82000,82000,78140.85938,39615978
01-02-2021,81700,83400,81000,83000,79093.8125,28046832
02-02-2021,84100,86400,83700,84400,80427.91406,26302077
03-02-2021,84800,85400,83400,84600,80618.50781,22112205
04-02-2021,83500,83800,82100,82500,78617.33594,24171688
05-02-2021,83100,84000,82500,83500,79570.27344,18036835
08-02-2021,83800,84200,83000,83000,79093.8125,15338765
09-02-2021,84000,84800,82700,82700,78807.92188,20898332
10-02-2021,82600,82600,81600,81600,77759.6875,23025766
15-02-2021,83800,84500,83300,84200,80237.32813,23529706
16-02-2021,84500,86000,84200,84900,80904.38281,20483100
17-02-2021,83900,84200,83000,83200,79284.38281,18307735
18-02-2021,83200,83600,82100,82100,78236.16406,21327683
19-02-2021,82300,82800,81000,82600,78712.63281,25880879
22-02-2021,83800,84200,82200,82200,78331.45313,25419886
23-02-2021,81200,82900,81100,82000,78140.85938,20587314
24-02-2021,81800,83600,81300,82000,78140.85938,26807651
25-02-2021,84000,85400,83000,85300,81285.55469,34155986
26-02-2021,82800,83400,82000,82500,78617.33594,38520800
02-03-2021,85100,85300,83000,83600,79665.57031,33498180
03-03-2021,83500,84000,82800,84000,80046.74219,19882132
04-03-2021,82600,83200,82200,82400,78522.04688,24348331
05-03-2021,81100,82600,81100,82100,78236.16406,20508971
08-03-2021,82900,83000,81600,82000,78140.85938,17641256
09-03-2021,81400,81900,80600,81400,77569.10938,25420764
10-03-2021,82400,82500,80700,80900,77092.64063,20038422
11-03-2021,81000,82500,81000,82000,78140.85938,23818297
12-03-2021,83100,83500,82400,82800,78903.22656,13530573
15-03-2021,82800,82900,81800,81800,77950.28125,13735798
16-03-2021,82200,83000,82100,82800,78903.22656,12293537
17-03-2021,82800,82900,82000,82300,78426.75,11625146
18-03-2021,82800,83800,82600,82900,78998.50781,18585244
19-03-2021,82100,82500,81800,81900,78045.57813,15869700
22-03-2021,82000,82300,81700,82000,78140.85938,12670506
23-03-2021,82600,82900,81800,81800,77950.28125,13299907
24-03-2021,81000,81600,80700,81000,77187.92188,17926638
25-03-2021,81000,82100,80800,81200,77378.53125,14758826
26-03-2021,81400,81600,81000,81500,77664.40625,12845778
29-03-2021,81700,81700,81000,81600,77759.6875,14952134
30-03-2021,81600,82300,81300,82200,78679.53125,13121698
31-03-2021,82400,82700,81400,81400,77913.80469,17240518
01-04-2021,82500,83000,82000,82900,79349.55469,18676461
02-04-2021,84000,85200,83900,84800,81168.1875,22997538
05-04-2021,85800,86000,84800,85400,81742.49219,16255990
06-04-2021,86200,86200,85100,86000,82316.79688,19042023
07-04-2021,86100,86200,85400,85600,81933.92188,17885538
08-04-2021,85700,85700,84100,84700,81072.47656,19244259
09-04-2021,84700,84900,83400,83600,80019.58594,18193707
12-04-2021,84100,84100,83100,83200,79636.70313,12915282
13-04-2021,83000,84500,82800,84000,80402.44531,15238206
14-04-2021,84000,84300,83400,84000,80402.44531,13794652
15-04-2021,83700,84500,83400,84100,80498.17188,16377412
16-04-2021,84700,84700,83600,83900,80306.72656,15429522
19-04-2021,83800,84000,83300,83300,79732.42188,15287311
20-04-2021,83300,84000,83100,83900,80306.72656,15521965
21-04-2021,83300,83500,82500,82600,79062.41406,21636079
22-04-2021,82900,83000,82400,82400,78870.97656,13934746
23-04-2021,81900,82900,81600,82800,79253.83594,17805080
26-04-2021,82900,83500,82600,83500,79923.86719,15489938
27-04-2021,83200,83300,82500,82900,79349.55469,12941533
28-04-2021,83200,83200,82100,82100,78583.82031,15596759
29-04-2021,82400,82500,81500,81700,78200.94531,20000973
30-04-2021,81900,82100,81500,81500,78009.52344,18673197
03-05-2021,81000,82400,81000,81700,78200.94531,15710336
04-05-2021,81900,82600,81800,82600,79062.41406,12532550
06-05-2021,81700,82300,81700,82300,78775.25,17047511
07-05-2021,81800,82100,81500,81900,78392.39063,14154882
10-05-2021,82300,83500,81800,83200,79636.70313,19385027
11-05-2021,82500,82600,81100,81200,77722.375,28996680
12-05-2021,80800,81200,79800,80000,76573.75,35812268
13-05-2021,78900,79600,78400,78500,75138,31490096
14-05-2021,79000,80300,78900,80100,76669.48438,16450920
17-05-2021,80800,80900,79200,79600,76190.89063,17740855
18-05-2021,79600,80000,79100,79600,76190.89063,17494407
20-05-2021,79400,79700,79100,79500,76095.17188,16541828
21-05-2021,80100,81500,79800,80100,76669.48438,20961714
24-05-2021,80100,80400,79500,79700,76286.60938,13398666
25-05-2021,80000,80400,79800,79900,76478.03906,13628942
26-05-2021,80400,80500,79700,79800,76382.32031,11984359
27-05-2021,80000,80000,79100,79600,76190.89063,23198510
28-05-2021,79800,80400,79400,80100,76669.48438,12360199
31-05-2021,80300,80600,79600,80500,77052.35156,13321324
01-06-2021,80500,81300,80100,80600,77148.05469,14058401
02-06-2021,80400,81400,80300,80800,77339.5,16414644
03-06-2021,81300,83000,81100,82800,79253.83594,29546007
04-06-2021,82700,82700,81500,82200,78679.53125,18112259
07-06-2021,82700,82800,81600,81900,78392.39063,16496197
08-06-2021,82300,82600,81800,81900,78392.39063,12781226
09-06-2021,81500,82000,81100,81100,77626.64844,14908823
10-06-2021,81300,81400,80900,81000,77530.92188,17586995
11-06-2021,81200,81700,80700,81000,77530.92188,14087962
14-06-2021,80800,80900,80500,80500,77052.35156,10550078
15-06-2021,80900,81200,80600,80900,77435.21875,10075685
16-06-2021,81500,81900,81100,81800,78296.67188,14999855
17-06-2021,81100,81300,80700,80900,77435.21875,14007385
18-06-2021,81100,81100,80500,80500,77052.35156,14916721
21-06-2021,79700,80000,79600,79900,76478.03906,16063340
22-06-2021,80200,80300,79900,80000,76573.75,11773365
23-06-2021,80500,80600,79900,80100,76669.48438,13856548
24-06-2021,80400,81400,80100,81200,77722.375,18771080
25-06-2021,81500,81900,81200,81600,78105.23438,13481405
28-06-2021,81700,82000,81600,81900,78392.39063,11578529
29-06-2021,81900,82100,80800,81000,77874.17969,15744317
30-06-2021,81100,81400,80700,80700,77585.76563,13288643
01-07-2021,80500,80600,80000,80100,77008.92188,13382882
02-07-2021,80000,80400,79900,80000,76912.76563,8753097
05-07-2021,80100,80800,80000,80400,77297.33594,8330969
06-07-2021,80600,81200,80500,81200,78066.48438,12131651
07-07-2021,81200,81300,80300,80800,77681.89844,15992202
08-07-2021,81100,81200,79900,79900,76816.64063,16660998
09-07-2021,79600,79800,79000,79400,76335.9375,22720577
12-07-2021,79900,80000,79500,79700,76624.35938,9768108
13-07-2021,80000,80200,79800,79800,76720.49219,9863450
14-07-2021,79400,79600,79100,79500,76432.07813,11575636
15-07-2021,79800,80600,79500,80600,77489.61719,13766279
16-07-2021,80100,80100,79500,79800,76720.49219,10859399
19-07-2021,79100,79200,78800,79000,75951.375,13155414
20-07-2021,78500,79000,78400,79000,75951.375,12456646
21-07-2021,79000,79100,78500,78500,75470.66406,12355296
22-07-2021,79000,79800,78900,79700,76624.35938,12618790
23-07-2021,79700,79900,79200,79300,76239.78906,9098910
26-07-2021,79400,79500,78800,78800,75759.07031,10040975
27-07-2021,79200,79400,78500,78500,75470.66406,11427693
28-07-2021,78300,79200,78100,79200,76143.65625,12743417
29-07-2021,78800,79400,78800,79000,75951.375,14360453
30-07-2021,78900,78900,78500,78500,75470.66406,13823411
02-08-2021,79200,79500,78700,79300,76239.78906,11739124
03-08-2021,79400,81400,79300,81400,78258.75781,24339360
04-08-2021,82200,83100,81800,82900,79700.85156,25642368
05-08-2021,83300,83300,82000,82100,78931.74219,18485469
06-08-2021,81900,82500,81300,81500,78354.89844,13342623
09-08-2021,81500,82300,80900,81500,78354.89844,15522581
10-08-2021,82300,82400,80100,80200,77105.05469,20362639
11-08-2021,79600,79800,78500,78500,75470.66406,30241137
12-08-2021,77100,78200,76900,77000,74028.55469,42365223
13-08-2021,75800,76000,74100,74400,71528.875,61270643
17-08-2021,74000,75100,74000,74200,71336.60156,30944847
18-08-2021,73900,74600,73100,73900,71048.17188,29192631
19-08-2021,73500,74400,73100,73100,70279.05469,22166298
20-08-2021,73500,73900,72500,72700,69894.49219,22364803
23-08-2021,73300,74000,73000,73300,70471.32813,19384648
24-08-2021,73900,75700,73900,75600,72682.58594,21016913
25-08-2021,76200,76600,74900,75700,72778.71094,22319664
26-08-2021,76100,76200,74600,74600,71721.17188,16671494
27-08-2021,74300,75000,73800,74300,71432.73438,15172748
30-08-2021,75400,75500,74200,74600,71721.17188,12686999
31-08-2021,74900,76700,74300,76700,73740.13281,24630370
01-09-2021,76700,77100,75900,76800,73836.28125,16114775
02-09-2021,76800,76800,75700,76000,73067.14844,15347486
03-09-2021,76400,76700,76000,76600,73643.98438,12096419
06-09-2021,76800,77600,76600,77300,74316.97656,12861180
07-09-2021,77100,77100,75900,76100,73163.27344,13239401
08-09-2021,76000,76400,75600,76300,73355.55469,11798147
09-09-2021,76400,76600,75000,75300,72394.14844,17600770
10-09-2021,75300,75600,74800,75300,72394.14844,10103212
13-09-2021,75200,76300,75100,76300,73355.55469,11397775
14-09-2021,77100,77700,76600,76600,73643.98438,18167057
15-09-2021,77400,77400,76400,77000,74028.55469,12829128
16-09-2021,77300,77400,76100,76100,73163.27344,13067622
17-09-2021,76300,77200,75900,77200,74220.83594,16289502
23-09-2021,77500,77600,76800,77400,74413.10938,17055590
24-09-2021,77600,77700,77100,77300,74316.97656,12247274
27-09-2021,77300,77700,77000,77700,74701.53125,11699798
28-09-2021,77700,77800,76200,76300,73355.55469,15406382
29-09-2021,74800,75300,73800,74100,71579.11719,23992458
30-09-2021,74300,74800,73700,74100,71579.11719,19919361
01-10-2021,73900,74000,72900,73200,70709.74219,15803395
05-10-2021,73000,73000,71400,72200,69743.75,24013921
06-10-2021,72600,72800,71200,71300,68874.38281,18956962
07-10-2021,71600,72100,71300,71600,69164.17188,13683532
08-10-2021,72300,72400,71500,71500,69067.57813,14043287
12-10-2021,70700,70900,68700,69000,66652.63281,31001484
13-10-2021,68700,69600,68300,68800,66459.42188,24172015
14-10-2021,69000,69800,68800,69400,67039.01563,19520641
15-10-2021,70200,71000,70000,70100,67715.21094,18051612
18-10-2021,70200,70300,69200,70200,67811.80469,13486391
19-10-2021,70800,71000,70400,70600,68198.19531,9507991
20-10-2021,70700,71000,70200,70300,67908.40625,10151638
21-10-2021,70300,70600,70000,70200,67811.80469,10891094
22-10-2021,70000,70700,70000,70400,68005,8395448
25-10-2021,69900,70600,69500,70200,67811.80469,10029621
26-10-2021,70600,71500,70400,71100,68681.1875,10528252
27-10-2021,71000,71000,70000,70100,67715.21094,10295316
28-10-2021,69500,72200,69500,70700,68294.78906,20644902
29-10-2021,71200,71600,69700,69800,67425.40625,17016151
01-11-2021,70200,70600,69900,69900,67522,11503729
02-11-2021,70800,72200,70700,71500,69067.57813,16812570
03-11-2021,71700,71700,70100,70400,68005,12770428
04-11-2021,71200,71600,70500,70600,68198.19531,11818987
05-11-2021,71600,71600,70200,70200,67811.80469,12667743
08-11-2021,70400,70600,69800,70600,68198.19531,11121981
09-11-2021,70300,71000,70100,70500,68101.59375,11159589
10-11-2021,70300,70900,70200,70200,67811.80469,9422009
11-11-2021,69900,70000,69600,69900,67522,11489122
12-11-2021,70200,70900,69900,70600,68198.19531,10087450
15-11-2021,71700,71900,70900,71400,68970.96875,12420710
16-11-2021,71500,72000,71300,71300,68874.38281,10919239
17-11-2021,71300,71600,70600,70700,68294.78906,11027606
18-11-2021,70700,71000,70200,70200,67811.80469,10144957
19-11-2021,70400,71400,70100,71200,68777.78125,11954728
22-11-2021,73300,75200,73000,74900,72351.91406,27506623
23-11-2021,76000,76000,74500,75300,72738.30469,22029195
24-11-2021,76000,76200,74100,74800,72255.3125,15652305
25-11-2021,75100,75100,73600,73700,71192.73438,12559258
26-11-2021,73500,74100,72000,72300,69840.35156,13002242
29-11-2021,71700,73000,71400,72300,69840.35156,16682559
30-11-2021,73200,73900,70500,71300,68874.38281,30364841
01-12-2021,72000,74800,71600,74400,71868.91406,21954856
02-12-2021,73900,75800,73800,75800,73221.28906,23652940
03-12-2021,75600,76000,74100,75600,73028.10156,18330240
06-12-2021,75100,76700,74900,76300,73704.27344,16391250
07-12-2021,76100,77700,75600,77400,74766.85156,19232453
08-12-2021,78300,78600,77100,77400,74766.85156,21558340
09-12-2021,77400,78200,77000,78200,75539.64063,21604528
10-12-2021,77400,77600,76800,76900,74283.85938,9155219
13-12-2021,77200,78300,76500,76800,74187.27344,15038750
14-12-2021,76500,77200,76200,77000,74380.46094,10976660
15-12-2021,76400,77600,76300,77600,74960.04688,9584939
16-12-2021,78500,78500,77400,77800,75153.25,11996128
17-12-2021,76800,78000,76800,78000,75346.45313,13108479
20-12-2021,77600,77800,76800,77100,74477.07031,11264375
21-12-2021,77900,78300,77500,78100,75443.03906,14245298
22-12-2021,78900,79400,78800,79400,76698.82031,17105892
23-12-2021,79800,80000,79300,79900,77181.80469,13577498
24-12-2021,80200,80800,80200,80500,77761.39063,12086380
27-12-2021,80600,80600,79800,80200,77471.60938,10783368
28-12-2021,80200,80400,79700,80300,77568.20313,18226325
29-12-2021,80200,80200,78500,78800,76462.96875,19794795
30-12-2021,78900,79500,78100,78300,75977.8125,14236700
04-01-2022,78800,79200,78300,78700,76365.9375,12427416
05-01-2022,78800,79000,76400,77400,75104.49219,25470640
06-01-2022,76700,77600,76600,76900,74619.32031,12931954
07-01-2022,78100,78400,77400,78300,75977.8125,15163757
10-01-2022,78100,78100,77100,78000,75686.71094,9947422
11-01-2022,78400,79000,78000,78900,76560.00781,13221123
12-01-2022,79500,79600,78600,78900,76560.00781,11000502
13-01-2022,79300,79300,77900,77900,75589.67188,13889401
14-01-2022,77700,78100,77100,77300,75007.46875,10096725
17-01-2022,77600,77800,76900,77500,75201.53125,8785122
18-01-2022,77600,77800,76600,77000,74716.35938,9592788
19-01-2022,76500,76900,76100,76300,74037.11719,10598290
20-01-2022,76200,76700,75900,76500,74231.1875,9708168
21-01-2022,75800,75800,74700,75600,73357.89063,15774888
24-01-2022,75400,75800,74700,75100,72872.71875,13691134
25-01-2022,74800,75000,73200,74000,71805.32813,17766704
26-01-2022,74000,74000,74000,74000,71805.32813,0
27-01-2022,73800,74000,71300,71300,69185.42188,22274777
28-01-2022,71300,73700,71200,73300,71126.08594,21367447
03-02-2022,74900,74900,73300,73300,71126.08594,17744721
04-02-2022,74300,74600,73400,74000,71805.32813,12730034
07-02-2022,73500,73600,72400,73000,70835,14240838
08-02-2022,73000,73000,73000,73000,70835,0
09-02-2022,73000,73000,73000,73000,70835,0
10-02-2022,75600,75800,74700,75400,73163.82031,17746033
11-02-2022,75000,75500,74600,74900,72678.64844,12205407
14-02-2022,74400,74500,73100,73700,71514.23438,13993255
15-02-2022,74100,74200,73100,73700,71514.23438,9320365
16-02-2022,74600,74900,74200,74800,72581.60938,10767386
17-02-2022,75000,75600,74500,75000,72775.67188,13605382
18-02-2022,74600,74800,73700,74300,72096.42969,10122226
21-02-2022,74300,74300,74300,74300,72096.42969,0
22-02-2022,74300,74300,74300,74300,72096.42969,0
23-02-2022,74300,74300,74300,74300,72096.42969,0
24-02-2022,72300,72300,71300,71500,69379.48438,15759283
25-02-2022,72100,72600,71900,71900,69767.60938,13168484
28-02-2022,71900,71900,71900,71900,69767.60938,0
02-03-2022,72300,72400,71500,71700,69573.54688,12481430
03-03-2022,72300,73100,72200,72900,70737.95313,13232638
04-03-2022,72900,72900,72900,72900,70737.95313,0
07-03-2022,70000,70600,69900,70100,68021.00781,18617138
08-03-2022,68800,70000,68700,69500,67438.78906,15828269
10-03-2022,69500,69500,69500,69500,67438.78906,0
11-03-2022,70500,70700,69700,70000,67923.96875,15787655
14-03-2022,70000,70200,69600,70200,68118.03125,9040993
15-03-2022,70200,70200,70200,70200,68118.03125,0
16-03-2022,70200,70500,69700,70400,68312.10938,10175750
17-03-2022,70400,70400,70400,70400,68312.10938,0
18-03-2022,70600,70900,70200,70700,68603.20313,14410038
21-03-2022,70900,71000,69900,69900,67826.92188,11169002
22-03-2022,69900,70500,69900,70300,68215.07031,9402666
23-03-2022,70600,71200,70300,70500,68409.13281,12398025
24-03-2022,69600,70300,69600,69800,67729.89844,37943357
25-03-2022,70100,70200,69600,69800,67729.89844,12986010
28-03-2022,69500,69900,69200,69700,67632.85938,12619289
29-03-2022,70000,70300,69800,70200,68118.03125,13686208
30-03-2022,70300,70500,69800,69900,68177.53125,12670187
31-03-2022,69900,70200,69600,69600,67884.91406,12510366
01-04-2022,69500,69500,69000,69100,67397.23438,15916846
04-04-2022,68900,69300,68600,69300,67592.3125,11107905
05-04-2022,69400,69600,69100,69200,67494.78125,8467248
06-04-2022,68600,68800,68500,68500,66812.03125,15517308
07-04-2022,68500,68500,68000,68000,66324.34375,20683327
08-04-2022,68100,68300,67700,67800,66129.27344,15453191
11-04-2022,67800,68100,67400,67900,66226.82031,12263735
12-04-2022,67600,67700,67000,67000,65348.98828,13924389
13-04-2022,67300,69000,67200,68700,67007.10156,17378619
14-04-2022,68700,68700,67500,67500,65836.67188,16409494
15-04-2022,67200,67300,66500,66600,64958.85547,13176415
18-04-2022,66500,67100,66100,66700,65056.37891,10119203
19-04-2022,67100,68000,67000,67300,65641.60156,12959434
20-04-2022,67000,67400,66500,67400,65739.14063,16693293
21-04-2022,67600,68300,67500,67700,66031.74219,12847448
22-04-2022,67200,67300,66700,67000,65348.98828,11791478
25-04-2022,66500,66700,66300,66300,64666.23438,11016474
26-04-2022,66400,66700,66100,66100,64471.16406,12946923
27-04-2022,65400,65500,64900,65000,63398.27734,18122084
28-04-2022,65400,65500,64500,64800,63203.20703,16895527
29-04-2022,65100,67600,65000,67400,65739.14063,26190390
02-05-2022,66600,67600,66500,67300,65641.60156,14106184
03-05-2022,67400,68400,67300,67500,65836.67188,14168875
04-05-2022,68000,68400,67500,67900,66226.82031,11505248
06-05-2022,67000,67100,66500,66500,64861.30859,14356156
10-05-2022,65900,66300,65300,65700,64081.02734,17235605
11-05-2022,65500,66300,65200,65700,64081.02734,12330920
12-05-2022,65200,65500,64900,64900,63300.74219,16414188
13-05-2022,65300,66700,65200,66500,64861.30859,14551536
16-05-2022,67100,67400,66100,66300,64666.23438,11937555
17-05-2022,66600,67900,66600,67600,65934.20313,15680447
18-05-2022,68300,68700,67600,68100,66421.88281,16486319
19-05-2022,66500,67600,66500,67500,65836.67188,17073727
20-05-2022,67800,68400,67700,68000,66324.34375,12109671
23-05-2022,68800,68800,67600,67900,66226.82031,13684088
24-05-2022,67500,67700,66500,66500,64861.30859,15482576
25-05-2022,66700,67100,65900,66400,64763.77734,15150490
26-05-2022,66300,67200,65500,65900,64276.09766,15970890
27-05-2022,66700,66900,66200,66500,64861.30859,11405555
30-05-2022,67500,67800,66900,67700,66031.74219,14255484
31-05-2022,67500,67500,66700,67400,65739.14063,24365002
02-06-2022,66600,67000,66400,66700,65056.37891,14959443
03-06-2022,67200,67300,66800,66800,65153.92188,8222883
07-06-2022,66200,66400,65400,65500,63885.95313,19355755
08-06-2022,65400,65700,65300,65300,63690.87891,12483180
09-06-2022,65100,65200,64500,65200,63593.34375,25790725
10-06-2022,64000,64400,63800,63800,62227.84375,22193552
13-06-2022,62400,62800,62100,62100,60569.73438,22157816
14-06-2022,61200,62200,61100,61900,60374.66406,24606419
15-06-2022,61300,61500,60200,60700,59204.23438,26811224
16-06-2022,61300,61800,60500,60900,59399.30859,23394895
17-06-2022,59400,59900,59400,59800,58326.41406,29053450
20-06-2022,59800,59900,58100,58700,57253.51953,34111306
21-06-2022,58700,59200,58200,58500,57058.44531,25148109
22-06-2022,59000,59100,57600,57600,56180.62109,23334687
23-06-2022,57700,58000,56800,57400,55985.55469,28338608
24-06-2022,57900,59100,57700,58400,56960.91406,23256103
27-06-2022,59000,59900,58300,58800,57351.05859,18122236
28-06-2022,59200,59500,58700,59400,57936.26953,13540538
29-06-2022,58500,58800,58000,58000,56916.67969,14677138
30-06-2022,57200,57600,57000,57000,55935.35938,18915142
01-07-2022,56900,57500,55900,56200,55150.29688,24982097
04-07-2022,56100,57400,55700,57100,56033.48828,17807126
05-07-2022,57600,58200,57200,57200,56131.625,14216539
06-07-2022,57300,57300,56400,56400,55346.5625,16820461
07-07-2022,56400,58700,56300,58200,57112.94141,21322833
08-07-2022,58600,59300,58200,58700,57603.60156,15339271
11-07-2022,59300,59600,58700,58800,57701.73828,13042624
12-07-2022,58600,58700,58100,58100,57014.80859,9336061
13-07-2022,58300,58600,58000,58000,56916.67969,10841315
14-07-2022,57500,58200,57400,57500,56426.01563,15067012
15-07-2022,58400,60000,58100,60000,58879.32031,18685583
18-07-2022,60600,62000,60500,61900,60743.83594,20832517
19-07-2022,61400,61500,60200,60900,59762.51172,15248261
20-07-2022,61800,62100,60500,60500,59369.98047,16782238
21-07-2022,61100,61900,60700,61800,60645.70313,12291374
22-07-2022,61800,62200,61200,61300,60155.03906,10261310
25-07-2022,60900,61900,60800,61100,59958.77734,9193681
26-07-2022,60800,61900,60800,61700,60547.57031,6597211
27-07-2022,61300,61900,61200,61800,60645.70313,7320997
28-07-2022,62300,62600,61600,61900,60743.83594,10745302
29-07-2022,62400,62600,61300,61400,60253.17578,15093120
01-08-2022,61000,61700,60300,61300,60155.03906,13154816
02-08-2022,61200,61900,61000,61700,60547.57031,13614895
03-08-2022,61600,61600,61000,61300,60155.03906,10053861
04-08-2022,61700,61800,61200,61500,60351.30469,9125439
05-08-2022,61700,61900,61200,61500,60351.30469,9567620
08-08-2022,61400,61400,60600,60800,59664.375,11313150
09-08-2022,60600,60700,59600,60000,58879.32031,18251170
10-08-2022,58900,59200,58600,59100,57996.13281,18084349
11-08-2022,59600,60000,59300,59900,58781.19141,15141941
12-08-2022,59500,60700,59400,60200,59075.58594,10786658
16-08-2022,60500,61600,60300,61000,59860.64063,15036727
17-08-2022,61100,61200,60300,60400,59271.85156,9061518
18-08-2022,60300,61900,60000,61500,60351.30469,16372754
19-08-2022,61400,61600,60600,60900,59762.51172,6923679
22-08-2022,60300,60400,59800,60000,58879.32031,8259865
23-08-2022,59000,59600,59000,59100,57996.13281,9041629
24-08-2022,59200,59500,59000,59000,57898,8888486
25-08-2022,59200,59700,59000,59700,58584.92578,5767902
26-08-2022,60300,60900,59900,60000,58879.32031,9499995
29-08-2022,58700,58900,58600,58600,57505.47266,9841329
30-08-2022,58700,59000,58300,58800,57701.73828,9690044
31-08-2022,58200,59900,58200,59700,58584.92578,14203512
01-09-2022,58700,58900,58300,58400,57309.20703,14905777
02-09-2022,58300,58600,57500,57500,56426.01563,15040310
05-09-2022,57400,57800,56800,57100,56033.48828,11425977
06-09-2022,57200,57600,56900,57100,56033.48828,7503086
07-09-2022,56700,56700,55900,56000,54954.03125,17384854
08-09-2022,56200,56400,55600,55600,54561.50391,18000016
13-09-2022,57000,58500,56800,58100,57014.80859,17166581
14-09-2022,56200,57200,56100,56800,55739.09375,12524961
15-09-2022,57000,57100,56000,56000,54954.03125,11664819
16-09-2022,55600,56400,55500,56200,55150.29688,13456503
19-09-2022,56300,57000,56000,56400,55346.5625,12278653
20-09-2022,56400,57000,55800,55800,54757.76563,14041465
21-09-2022,55400,55500,55000,55300,54267.10938,11863700
22-09-2022,54600,54700,54300,54400,53383.91797,12786510
23-09-2022,54400,54900,54200,54500,53482.05078,10555964
26-09-2022,53700,54200,53600,53900,52893.25781,15008449
27-09-2022,53800,54200,53500,54200,53187.65234,16631289
28-09-2022,53900,54400,52500,52900,51911.93359,19991129
29-09-2022,53300,53700,52600,52600,51972.20703,13882080
30-09-2022,52300,53600,51800,53100,52466.23828,22503249
04-10-2022,55300,55400,54500,55200,54541.17578,19148435
05-10-2022,56900,57200,55400,56000,55331.625,22458970
06-10-2022,56700,57300,56300,56300,55628.04688,14944446
07-10-2022,55900,56900,55200,56200,55529.23828,16886813
11-10-2022,54400,55700,54000,55400,54738.78906,21437877
12-10-2022,55700,57000,55200,55800,55134.01172,18408910
13-10-2022,55400,56100,55200,55200,54541.17578,13784602
14-10-2022,56200,56500,55800,56300,55628.04688,12924326
17-10-2022,55800,57000,55700,56600,55924.46484,13641878
18-10-2022,56700,57100,55800,56500,55825.66016,14820702
19-10-2022,56700,56900,55700,55800,55134.01172,12660652
20-10-2022,55200,56000,55100,55500,54837.59766,17107653
21-10-2022,55100,56300,55100,55900,55232.82031,11456060
24-10-2022,57000,57500,56700,57500,56813.72266,16944503
25-10-2022,57000,58600,57000,57700,57011.33594,17405678
26-10-2022,58000,59600,57700,59400,58691.04688,20824967
27-10-2022,59700,60100,58900,59500,58789.85547,21756712
28-10-2022,58900,59200,57200,57300,56616.10938,20924937
31-10-2022,58100,59900,58000,59400,58691.04688,18999514
01-11-2022,59900,60300,59500,60000,59283.88672,17201647
02-11-2022,59700,60000,59300,59600,58888.66016,13202919
03-11-2022,58600,59800,58100,59200,58493.43359,17492162
04-11-2022,59100,59500,58400,59400,58691.04688,12445841
07-11-2022,59700,60300,59400,60200,59481.5,12437246
08-11-2022,60500,61900,60500,61800,61062.40625,18273898
09-11-2022,62000,62200,61300,62000,61260.01563,14045592
10-11-2022,61400,61500,60400,60400,59679.11328,21087633
11-11-2022,63100,63200,62300,62900,62149.27344,20037163
14-11-2022,62900,62900,61700,61900,61161.21094,15973416
15-11-2022,62200,62500,61600,62400,61655.24219,12310986
16-11-2022,62400,62700,61700,62700,61951.66016,12909260
17-11-2022,62000,62000,61300,61400,60667.17969,13298296
18-11-2022,61800,62400,61400,61800,61062.40625,12236503
21-11-2022,61400,61800,60800,61400,60667.17969,9378097
22-11-2022,60900,61200,60300,60600,59876.72266,9411289
23-11-2022,61200,61300,60700,61000,60271.94922,8765050
24-11-2022,61200,61700,60900,61400,60667.17969,8125010
25-11-2022,61400,61700,60800,61000,60271.94922,6677933
28-11-2022,60500,60500,59800,60100,59382.69531,8589032
29-11-2022,59900,60600,59800,60600,59876.72266,7014160
30-11-2022,60400,62200,60200,62200,61457.62891,19768903
